7205;44026496000148
7204;57366294000197
7202;29587006000199
7201;47489566000192
7196;57280635000107
7189;57007613000178
7188;22470346000196
7187;57192606000193
7186;57191261000153
7183;57189747000157
7176;28159009000169
7171;06132961000136
7168;57082685000180
7166;57068834000156
7165;57065703000115
7164;57059001000129
7157;56956834000120
7156;56955322000149
7125;56942654000199
7114;56690347000168
7113;56687108000159
7109;56417935000122
7105;56413262000132
7104;56389457000194
7102;56420529000119
7100;56414460000110
7081;50655789000197
7072;41887624000150
7070;34522481000117
7067;56196134000184
7066;55484393000148
7064;56257871000140
7062;56209522000152
7060;56211446000110
7057;52025002000139
7056;56225681000140
7053;56123806000121
7048;51750281000130
7033;44704969000119
7032;56092194000157
7030;55313592000193
6985;56043393000175
6965;12550145000145
6964;55938158000107
6961;32269841000195
6957;55928747000104
6941;55812001000122
6938;55788151000148
6880;36129744000158
6859;55635201000157
6858;53087719000178
6856;55628898000139
6854;55605921000170
6844;55603461000140
6839;55560622000166
6838;55536374000118
6831;54081151000140
6815;28235610000193
6814;55418009000109
6810;55378200000174
6807;55361897000170
6788;55308106000149
6562;55288014000144
6557;55285240000171
6556;55249356000155
6499;55228203000121
6495;55210904000133
6483;55210240000102
6467;55209194000121
6466;55213014000185
6464;55197728000147
6462;48483923000178
6429;45022006000106
6331;55054347000109
6324;55064005000170
6323;29845669000166
6295;36081739000112
6292;55032662000135
6247;55008474000171
6236;54926735000170
6235;54965875000157
6234;33955877000195
6233;48181424000126
6231;54902020000187
6204;49761102000119
6167;54864377000118
6141;18408456000150
6139;31547147000120
6019;45171005000115
5998;01687072000111
5965;02908476000150
5964;71875033000123
5951;54660728000179
5838;54270527000165
5837;42881679000115
5790;54539673000143
5788;42569601000160
5768;54538321000173
5730;17283387000133
5729;16963036000100
5716;54490808000123
5694;54465147000186
5691;54392463000175
5690;54388543000157
5689;29859602000180
5682;55117642000167
5675;47645532000140
5673;52551470000147
5670;54362202000102
5668;54302239000145
5619;50183986000150
5577;35362069000140
5576;10942255000127
5453;54033872000185
5452;54034132000163
5439;39566259000130
5438;32835079000167
5437;10487458000170
5435;54060515000106
5380;48071271000164
5379;54026178000130
5378;54018850000146
5341;54024033000109
5340;53911317000146
5338;53990687000116
5334;51180394000148
5333;40767987000199
5327;53867041000146
5326;53756349000114
5325;53752414000133
5324;53723643000120
5319;53703285000193
5317;53779881000157
5315;14775417000130
5313;45845531000113
5312;26336392000158
5311;53697550000178
5310;53693929000100
5298;16628119000143
5295;53597451000114
5293;53615279000184
5291;42320330000104
5290;53595057000147
5289;53590330000140
5288;45707504000184
5279;29282368000171
5278;53492504000132
5277;26411837000117
5276;53427653000118
5275;53418702000156
5274;50115147000103
5268;48269962000177
5263;35341263000149
5260;53305238000191
5258;53279574000107
5223;18397263000141
5222;53140795000108
5220;37267479000137
5181;33530928000137
5179;53012668000115
5150;52966980000185
5149;52922300000121
5148;41725315000183
5147;52965922000137
5129;52899657000136
5091;51107005000159
5090;52859478000175
5044;49296222000192
5041;52731200000118
5040;48552697000130
5039;24488469000180
5038;32176549000128
5036;10577394000107
5034;37068294000101
5031;39609849000100
5027;52534072000112
5022;52455864000100
5021;52537170000103
5017;37834869000141
4999;52404536000176
4995;34529264000159
4994;49100372000189
4992;71691463000195
4972;52366083000130
4966;52264201000108
4965;52308704000120
4945;52278003000195
4943;52249271000189
4878;52230408000153
4877;52215604000159
4856;68463322000100
4855;06315380000130
4854;52182522000155
4839;50988570000100
4816;47963167000111
4768;43466596000122
4764;49417008000147
4762;15235830000175
4761;51990116000156
4760;51973757000100
4759;51980419000198
4737;32020807000182
4689;41190424000143
4688;11552886000100
4687;51919250000160
4613;51895247000154
4608;51853822000156
4481;51732844000168
4449;51653310000146
4435;51658309000104
4367;32821207000113
4359;47700595000151
4356;48793658000124
4323;08851458000166
4322;32377985000165
4296;37308304000120
4292;22798216000187
4291;51167414000140
4288;32646753000165
4287;51019553000127
4259;50129566000196
4248;51046889000189
4222;26383137000166
4220;32649101000184
4214;45458836000172
4206;51151335000141
4204;26037567000126
4154;51080953000148
4152;51077059000119
4095;50976269000186
3987;34707755000142
3984;50915770000132
3854;50850984000178
3812;41582988000121
3811;29915542000176
3810;50812473000161
3808;27254385000170
3807;24661959000136
3805;50756680000146
3778;33358247000133
3777;50686619000170
3775;50705541000193
3759;43543359000118
3757;50615606000100
3756;50658857000171
3751;14959082000100
3729;50603599000126
3728;50544788000175
3710;50534292000110
3709;50527858000187
3706;34411945000118
3703;27851080000145
3700;47070352000187
3699;50338468000169
3694;13671915000170
3689;11923942000168
3688;20982405000180
3660;44375967000123
3657;43550385000173
3654;48834954000126
3653;48738619000124
3649;04538802000100
3643;02459056000134
3642;48742402000198
3640;48703844000125
3635;48645142000132
3631;48536839000175
3613;36912026000153
3612;48449980000130
3608;11694966000192
3607;48398474000160
3606;48416872000161
3603;48365020000192
3598;48314569000158
3597;48284336000150
3593;48245441000180
3591;47641184000132
3590;48253839000168
3589;46789299000106
3587;32870504000159
3585;48149320000134
3582;48128991000119
3581;48113358000157
3571;47937141000107
3567;47865524000109
3556;47351225000156
3546;36145481000170
3544;36441675000113
3540;17215220000135
3537;47612988000103
3530;50456342000199
3528;20731260000144
3525;43448900000109
3518;47367656000100
3515;47319411000108
3512;47307737000115
3511;47224337000146
3510;47224161000122
3509;46576627000196
3502;47139070000199
3500;43334162000179
3499;47084875000182
3498;47071418000153
3497;46992310000130
3493;42592627000129
3489;39407682000197
3482;14216358000160
3480;29501992000112
3479;26156565000156
3478;39874638000197
3475;46921487000146
3469;46858378000121
3466;46830623000192
3450;07805764000101
3449;46745705000139
3444;46675485000114
3442;46622132000156
3439;46572808000144
3436;46561340000192
3431;46500969000122
3430;43847196000167
3429;46430321000127
3419;46383770000161
3418;46384217000143
3417;46375037000103
3416;46374923000104
3414;11052285000120
3411;04737034000114
3408;46224799000109
3405;34671407000162
3398;17220362000190
3393;46058469000182
3385;45881837000125
3378;45780364000170
3376;43089971000162
3375;45771883000171
3373;12139950000180
3369;45739476000187
3366;45670531000120
3359;45486114000121
3358;40977570000150
3352;35058318000108
3346;03984286000185
3332;49090345000172
3326;48167527000131
3325;50148561000100
3322;22566841000101
3319;11716756000158
3316;46020061000111
3312;26250061000109
3310;49964440000158
3301;49944704000101
3298;49960638000163
3293;45727441000128
3290;07776878000162
3288;49826691000176
3284;49756241000154
3283;31939350000141
3276;49642670000109
3275;49623743000107
3274;49551828000127
3271;49706438000189
3269;49658803000127
3265;49453428000189
3262;06093466000165
3255;49519486000168
3254;32116173000166
3253;49278027000130
3252;48718087000163
3251;41267714000148
3249;38026610000137
3243;41710438000140
3236;39962434000108
3235;49085324000169
3229;29123923000112
3228;49258180000103
3225;49155810000106
3218;37772800000130
3212;48450750000191
3211;15584017000100
3210;12556584000165
3204;02079340000185
3202;43286483000145
3200;59005793000184
3199;17208486000150
3198;50888122000134
3197;44657054000108
3195;50105063000180
3194;47482252000168
3190;00594868000167
3189;03212565000120
3188;05984031000148
3186;02975835000192
3185;50932466000101
3176;48967991000102
3173;44894334000121
3172;45244401000125
3171;29272319000158
3170;45135547000132
3168;45223209000152
3162;24661959000136
3145;45038141000131
3144;23491001000181
3143;44992027000183
3142;45036239000150
3137;96472865000120
3135;08196229000155
3131;29594920000167
