16;74248840000104;qualqercoisa;ja tinha outros dados!
25;23838053000181;qualqercoisa;ja tinha outros dados!
33;17469530000186;qualqercoisa;ja tinha outros dados!
43;20774282000191;qualqercoisa;ja tinha outros dados!
60;18659723000162;qualqercoisa;ja tinha outros dados!
62;17874832000130;qualqercoisa;ja tinha outros dados!
65;24722138000162;qualqercoisa;ja tinha outros dados!
72;26111352000108;qualqercoisa;outros dados setado
81;19763819000139;qualqercoisa;ja tinha outros dados!
88;20466200000141;qualqercoisa;ja tinha outros dados!
89;27924191000134;qualqercoisa;outros dados setado
93;24077756000105;qualqercoisa;outros dados setado
104;18597507000130;qualqercoisa;ja tinha outros dados!
105;11465683000179;qualqercoisa;ja tinha outros dados!
153;29494446000100;qualqercoisa;outros dados setado
167;20860794000170;qualqercoisa;ja tinha outros dados!
170;28367260000119;qualqercoisa;ja tinha outros dados!
199;16825500000100;qualqercoisa;ja tinha outros dados!
205;31513927000159;qualqercoisa;outros dados setado
206;20016164000114;qualqercoisa;outros dados setado
208;27969064000151;qualqercoisa;ja tinha outros dados!
209;58304452000147;qualqercoisa;outros dados setado
223;15663524000130;qualqercoisa;ja tinha outros dados!
225;27893602000171;qualqercoisa;ja tinha outros dados!
232;17160556000148;qualqercoisa;outros dados setado
248;27895878000199;qualqercoisa;ja tinha outros dados!
249;22088129000136;qualqercoisa;outros dados setado
264;26257404000159;qualqercoisa;ja tinha outros dados!
267;32527450000123;qualqercoisa;ja tinha outros dados!
308;29210187000130;qualqercoisa;outros dados setado
318;03684902000182;qualqercoisa;ja tinha outros dados!
354;04036410000143;qualqercoisa;ja tinha outros dados!
367;27829842000107;qualqercoisa;outros dados setado
389;27416336000196;qualqercoisa;outros dados setado
392;23238557000160;qualqercoisa;outros dados setado
399;22768595000162;qualqercoisa;outros dados setado
412;16879748000146;qualqercoisa;outros dados setado
423;28996645000145;qualqercoisa;ja tinha outros dados!
435;09232571000126;qualqercoisa;ja tinha outros dados!
441;13344381000178;qualqercoisa;ja tinha outros dados!
442;04120096000182;qualqercoisa;ja tinha outros dados!
443;31833769000114;qualqercoisa;outros dados setado
451;20737010000111;qualqercoisa;outros dados setado
453;20821015000128;qualqercoisa;outros dados setado
455;21288297000102;qualqercoisa;outros dados setado
458;19869612000143;qualqercoisa;outros dados setado
459;17878136000100;qualqercoisa;outros dados setado
462;24771710000183;qualqercoisa;outros dados setado
463;12442239000109;qualqercoisa;ja tinha outros dados!
464;20711983000181;qualqercoisa;outros dados setado
468;19754445000195;qualqercoisa;outros dados setado
469;17721551000147;qualqercoisa;outros dados setado
474;15084614000176;qualqercoisa;outros dados setado
477;13414969000150;qualqercoisa;ja tinha outros dados!
480;09184135000129;qualqercoisa;ja tinha outros dados!
481;17883151000138;qualqercoisa;outros dados setado
483;16861356000150;qualqercoisa;outros dados setado
487;29374772000175;qualqercoisa;outros dados setado
489;15778853000126;qualqercoisa;outros dados setado
492;17714169000106;qualqercoisa;ja tinha outros dados!
493;18985224000165;qualqercoisa;outros dados setado
499;07730196000119;qualqercoisa;ja tinha outros dados!
520;28153897000102;qualqercoisa;outros dados setado
521;21341117000109;qualqercoisa;outros dados setado
525;23781593000176;qualqercoisa;outros dados setado
531;19405684000130;qualqercoisa;outros dados setado
