Número da Nota;CPF/CNPJ do fornecedor;Data de Vencimento da parcela;Data da baixa da parcela;Valor pago;Valor juros;Valor multa;Valor Desconto;Código da conta banco;
Número da Nota;CPF/CNPJ do fornecedor;Data de Vencimento da parcela;Data da baixa da parcela;Valor pago;Valor juros;Valor multa;Valor Desconto;Código da conta banco;
Número da Nota;CPF/CNPJ do fornecedor;Data de Vencimento da parcela;Data da baixa da parcela;Valor pago;Valor juros;Valor multa;Valor Desconto;Código da conta banco;
100996;07.270.261/0001-70;13/08/2024;13/08/2024;537,63;0;0;0,0;1060
10405;18.631.739/0056-30;27/08/2024;27/08/2024;285,63;0;0;0,0;1060
1053;50.593.192/0001-65;05/08/2024;08/08/2024;64,0;0;0;0,0;1060
1068;60.409.075/0577-74;14/08/2024;14/08/2024;98,62;0;0;0,0;1060
1068;60.409.075/0577-74;28/08/2024;28/08/2024;95,72;0;0;0,0;1060
1069;60.409.075/0577-74;14/08/2024;14/08/2024;419,89;0;0;0,0;1060
1069;60.409.075/0577-74;28/08/2024;28/08/2024;407,54;0;0;0,0;1060
1078486;07.322.744/0001-71;28/06/2024;27/08/2024;454,9;0;0;0,0;1060
1085885;07.322.744/0001-71;01/08/2024;01/08/2024;661,97;0;0;0,0;1060
1085885;07.322.744/0001-71;08/08/2024;08/08/2024;661,97;0;0;0,0;1060
1086046;07.322.744/0001-71;02/08/2024;02/08/2024;1312,08;0;0;0,0;1060
1086046;07.322.744/0001-71;09/08/2024;09/08/2024;1312,08;0;0;0,0;1060
1088813;07.322.744/0001-71;01/08/2024;01/08/2024;1138,8;0;0;0,0;1060
1088813;07.322.744/0001-71;08/08/2024;08/08/2024;1138,8;0;0;0,0;1060
1088813;07.322.744/0001-71;15/08/2024;15/08/2024;1138,8;0;0;0,0;1060
1088813;07.322.744/0001-71;22/08/2024;22/08/2024;1138,8;0;0;0,0;1060
1089191;07.322.744/0001-71;01/08/2024;01/08/2024;274,27;0;0;0,0;1060
1089191;07.322.744/0001-71;08/08/2024;08/08/2024;274,27;0;0;0,0;1060
1089191;07.322.744/0001-71;15/08/2024;15/08/2024;274,27;0;0;0,0;1060
1090536;07.322.744/0001-71;07/08/2024;07/08/2024;332,58;0;0;0,0;1060
1090536;07.322.744/0001-71;14/08/2024;14/08/2024;332,58;0;0;0,0;1060
1090536;07.322.744/0001-71;21/08/2024;21/08/2024;332,58;0;0;0,0;1060
1091845;07.322.744/0001-71;21/08/2024;21/08/2024;503,0;0;0;0,0;1060
1092430;07.322.744/0001-71;07/08/2024;07/08/2024;217,5;0;0;0,0;1060
1092430;07.322.744/0001-71;14/08/2024;14/08/2024;217,52;0;0;0,0;1060
1092430;07.322.744/0001-71;21/08/2024;21/08/2024;217,52;0;0;0,0;1060
1092430;07.322.744/0001-71;28/08/2024;28/08/2024;217,52;0;0;0,0;1060
1092549;07.322.744/0001-71;07/08/2024;07/08/2024;1364,4;0;0;0,0;1060
1092549;07.322.744/0001-71;14/08/2024;14/08/2024;1364,4;0;0;0,0;1060
1092549;07.322.744/0001-71;21/08/2024;21/08/2024;1364,4;0;0;0,0;1060
1092549;07.322.744/0001-71;28/08/2024;28/08/2024;1364,4;0;0;0,0;1060
1094025;07.322.744/0001-71;13/08/2024;13/08/2024;222,12;0;0;0,0;1060
1094025;07.322.744/0001-71;20/08/2024;20/08/2024;222,12;0;0;0,0;1060
1094025;07.322.744/0001-71;27/08/2024;27/08/2024;222,12;0;0;0,0;1060
1095476;07.322.744/0001-71;27/08/2024;27/08/2024;244,23;0;0;0,0;1060
1095837;07.322.744/0001-71;28/08/2024;28/08/2024;288,97;0;0;0,0;1060
1096057;07.322.744/0001-71;28/08/2024;28/08/2024;177,54;0;0;0,0;1060
1096364;07.322.744/0001-71;22/08/2024;22/08/2024;173,21;0;0;0,0;1060
1096364;07.322.744/0001-71;29/08/2024;29/08/2024;173,22;0;0;0,0;1060
1097313;07.322.744/0001-71;27/08/2024;27/08/2024;1078,27;0;0;0,0;1060
1097640;07.322.744/0001-71;28/08/2024;28/08/2024;454,51;0;0;0,0;1060
1097645;07.322.744/0001-71;28/08/2024;28/08/2024;215,94;0;0;0,0;1060
1098415;07.322.744/0001-71;30/08/2024;30/08/2024;212,83;0;0;0,0;1060
1099403;07.322.744/0001-71;28/08/2024;28/08/2024;103,03;0;0;1,85;1060
12645;59.254.508/0023-74;20/08/2024;20/08/2024;79,1;0;0;0,0;1060
136517;05.328.961/0001-43;26/08/2024;27/08/2024;911,34;0;0;0,0;1060
1603064;04.661.878/0001-29;01/08/2024;02/08/2024;2707,54;0;0;0,0;1060
1605815;04.661.878/0001-29;23/08/2024;27/08/2024;1006,33;0;0;0,0;1060
16404;10.332.693/0001-73;31/08/2024;16/08/2024;320,0;0;0;0,0;1060
