291;31823575000138;ASSEMBLEIA DE DEUS MINISTERIO IRMAOS NA FE ;Isentas
316;28203797000143;ASSOCIACAO CULTURAL E ARTISTICA DE VALINHOS;Isentas
325;35566621000111;ASSOCIACAO DE FOMENTO A AUTONOMIA;Isentas
331;11267969000140;ASSOCIACAO DE PAIS E MESTRES DA EMEB ANTONIO FAVRIN;Isentas
334;52350329000186;ASSOCIACAO DE PAIS E MESTRES DA EMEB TOMOHARU KIMBARA;Isentas
339;07177032000106;ASSOCIACAO DESPORTIVA E CULTURAL VALINHENSE DE KUNG FU SHAOLIN DO NORTE;Isentas
340;31935253000180;ASSOCIACAO DOS CORREDORES DE VALINHOS - ACOVAL;Isentas
342;17023163000192;ASSOCIACAO DOS PROPRIETARIOS DO LOTEAMENTO CEDROS DO LIBANO;Isentas
347;01382850000164;ASSOCIACAO DOS PROPRIETARIOS EM VILLA MONTEVERDE;Isentas
350;26569144000157;ASSOCIACAO EDUCACIONAL, CULTURAL E DESPORTIVO JOVEM FLORESTA DE KUNG FU;Isentas
352;15468634000140;ASSOCIACAO ESPIRITA - GRUPO LUZ E ESPERANCA - NOSSA A PARTIR DE 23/09/2020;Isentas
359;08382027000106;ASSOCIACAO HABITACIONAL PRO-MORADIA DE VALINHOS, VINHEDO E LOUVEIRA;Isentas
365;22005172000190;ASSUMA - ASSOCIACAO PARA SUSTENTABILIDADE E MEIO AMBIENTE;Isentas
376;30757550000110;BEM VIVER, ASSOCIACAO DE PSORIASE DE CAMPINAS E RMC;Isentas
471;42717737000170;COMUNIDADE FILANTROPICA FOCO FRATERNO - DATA ABERTURA EM 27/05/2021 NOSSA A PARTIR DE 21/07/2021;Isentas
666;04238645000118;GRUPO ESCOTEIRO VALINHOS N. 252;Isentas
684;27179905000127;INCENTIVA MAIS CIDADAO;Isentas
686;21780786000187;INSTITUTO GRAVA GRUPO DE APOIO A VIDA E AO AMBIENTE;Isentas
910;04547241000106;SEIS +1CIA. DE DANCA;Isentas
1289;44636637000144;ASSOCIACAO COMERCIAL E INDUSTRIAL DE VALINHOS;Isentas
1290;05332435000157;ASSOCIACAO CULTURAL EDUCACIONAL SOCIAL E ASSISTENCIAL CAPUAVA;Isentas
1297;58390501000101;ASSOCIACAO DOS JUIZES CLASSISTAS APOSENTADOS E PENSIONISTAS DA JUSTICA DO TRABALHO DA 15ª REGIAO;Isentas
1658;43934152000174;APM DA EMEB PROFª DIRCE ANTONIO - DATA DE ABERTURA EM 23/09/2021 - DATA CADASTRO AE 05/11/2021;Isentas
2153;08221702000107;INSTITUTO DE SAUDE INTEGRADA ;Imunes
2476;47934948000188;FRATERNIDADE SAO JOAO DE JERUSALEM;Isentas
2483;49411200000126;ASSOCIACAO SAO CRISTOVAO DE ESPORTES;Isentas
4291;51167414000140;ASSOCIACAO BENEFICENTE ILE D OXUM YA PANDA - ABERTURA EM 23/06/2023;Isentas
